seqnames,start,end,width,strand,pileup_macs2,score_ChIPSP,feature,start_position,end_position,feature_strand,insideFeature,distancetoFeature,shortestDistance,fromOverlappingOrNearest,symbol,pileup,score,Rank
chr8,131140000,131145000,5001,*,35.74,0.13037314,50807,131064351,131455906,-,inside,315906,75649,Overlapping,ASAP1,35.74,0.13037314,106
chr11,130730000,130740000,10001,*,35.74,0.130301067,399979,130745766,130786382,-,downstream,56382,5766,NearestLocation,SNX19,35.74,0.130301067,107
chr4,10410000,10420000,10001,*,108.46,0.129607552,85460,10441504,10459032,-,downstream,49032,21504,NearestLocation,ZNF518B,108.46,0.129607552,108
chr3,13940000,13945000,5001,*,35.74,0.129566144,7476,13860082,13921618,-,upstream,-18382,18382,NearestLocation,WNT7A,35.74,0.129566144,109
chr8,53885000,53890000,5001,*,54.55,0.129501437,2831,53852468,53853454,+,downstream,32532,31546,NearestLocation,NPBWR1,54.55,0.129501437,110
chr22,46255000,46260000,5001,*,55.17,0.129116561,100616253,46156404,46156478,+,downstream,98596,98522,NearestLocation,MIR4762,55.17,0.129116561,111
chr11,130760000,130765000,5001,*,35.74,0.129093984,399979,130745766,130786382,-,inside,26382,14234,NearestLocation,SNX19,35.74,0.129093984,112
chr9,112910000,112920000,10001,*,48.28,0.128801468,401546,112961846,112970413,-,downstream,60413,41846,NearestLocation,C9orf152,48.28,0.128801468,113
chr9,112910000,112920000,10001,*,48.28,0.128801468,11217,112810878,112934791,+,inside,99122,14791,Overlapping,NA,48.28,0.128801468,113
chr9,112910000,112920000,10001,*,48.28,0.128801468,445815,112542577,112934791,+,inside,367423,14791,Overlapping,PALM2AKAP2,48.28,0.128801468,113
chr14,59490000,59495000,5001,*,36.99,0.128171422,23002,59655381,59838123,+,upstream,-165381,160381,NearestLocation,DAAM1,36.99,0.128171422,114
chr17,10520000,10530000,10001,*,35.11,0.126889977,4621,10531843,10560626,-,downstream,40626,1843,NearestLocation,MYH3,35.11,0.126889977,115
chr5,134800000,134810000,10001,*,36.99,0.126580092,497189,134784558,134788089,-,upstream,-11911,11911,NearestLocation,TIFAB,36.99,0.126580092,116
chr11,27320000,27330000,10001,*,45.77,0.125550709,91057,27360061,27384795,-,downstream,64795,30061,NearestLocation,CCDC34,45.77,0.125550709,117
chr3,62170000,62175000,5001,*,36.36,0.12493062,5793,61547243,62280573,+,inside,622757,105573,Overlapping,PTPRG,36.36,0.12493062,118
chr3,62170000,62175000,5001,*,36.36,0.12493062,100506994,62247494,62304622,-,downstream,134622,72494,NearestLocation,PTPRG-AS1,36.36,0.12493062,118
chr5,70770000,70780000,10001,*,36.99,0.124841142,55814,70751442,70863649,+,inside,18558,18558,NearestLocation,BDP1,13.17,0.00345916,119
chr5,70770000,70780000,10001,*,36.99,0.124841142,55814,70751442,70863649,+,inside,18558,18558,NearestLocation,BDP1,36.99,0.124841142,119
chr7,112055000,112060000,5001,*,34.48,0.122720768,3475,112063199,112117258,+,upstream,-8199,3199,NearestLocation,IFRD1,34.48,0.122720768,120
chr6,34500000,34505000,5001,*,35.74,0.122138484,29993,34433838,34503000,+,overlapEnd,66162,2000,Overlapping,PACSIN1,35.74,0.122138484,121
chr6,34500000,34505000,5001,*,35.74,0.122138484,25803,34505579,34524110,-,downstream,24110,579,NearestLocation,SPDEF,35.74,0.122138484,121
chr4,89140000,89145000,5001,*,33.86,0.121428191,9429,89011416,89152474,-,inside,12474,7474,NearestLocation,ABCG2,33.86,0.121428191,122
chr4,89140000,89145000,5001,*,33.86,0.121428191,9429,89011416,89152474,-,inside,12474,7474,NearestLocation,ABCG2,12.54,0.012785712,122
chr5,127535000,127540000,5001,*,33.86,0.121199339,6558,127419483,127525380,+,downstream,115517,9620,NearestLocation,SLC12A2,33.86,0.121199339,123
chr9,117500000,117505000,5001,*,33.86,0.120791489,100505478,117428714,117444369,-,upstream,-55631,55631,NearestLocation,TEX48,33.86,0.120791489,124
chr4,88955000,88960000,5001,*,33.86,0.11986465,5311,88928799,88998931,+,inside,26201,26201,NearestLocation,PKD2,33.86,0.11986465,125
chr4,88955000,88960000,5001,*,33.86,0.11986465,5311,88928799,88998931,+,inside,26201,26201,NearestLocation,PKD2,12.54,0.011222171,125
chr8,53880000,53890000,10001,*,54.55,0.118702002,2831,53852468,53853454,+,downstream,27532,26546,NearestLocation,NPBWR1,54.55,0.118702002,126
chr8,117720000,117725000,5001,*,33.23,0.117962376,8667,117657055,117778494,-,inside,58494,53494,NearestLocation,EIF3H,33.23,0.117962376,127
chr9,112820000,112830000,10001,*,48.28,0.117822122,11217,112810878,112934791,+,inside,9122,9122,NearestLocation,NA,48.28,0.117822122,128
chr9,112820000,112830000,10001,*,48.28,0.117822122,445815,112542577,112934791,+,inside,277423,104791,Overlapping,PALM2AKAP2,48.28,0.117822122,128
chr6,106790000,106800000,10001,*,51.41,0.116060788,9474,106632352,106773695,-,upstream,-16305,16305,NearestLocation,ATG5,51.41,0.116060788,129
chr2,135535000,135540000,5001,*,33.23,0.115802881,81615,135213330,135525334,-,upstream,-9666,9666,NearestLocation,TMEM163,33.23,0.115802881,130
chr5,127530000,127540000,10001,*,33.86,0.115647447,6558,127419483,127525380,+,downstream,110517,4620,NearestLocation,SLC12A2,33.86,0.115647447,131
chr14,35680000,35690000,10001,*,52.66,0.115429084,9692,35591527,35786682,+,inside,88473,88473,Overlapping,PRORP,52.66,0.115429084,132
chr14,35680000,35690000,10001,*,52.66,0.115429084,5687,35761574,35786682,+,upstream,-81574,71574,NearestLocation,PSMA6,52.66,0.115429084,132
chr3,66975000,67000000,25001,*,97.81,0.114475646,84541,67048727,67061632,+,upstream,-73727,48727,NearestLocation,KBTBD8,97.81,0.114475646,133
chr14,65880000,65890000,10001,*,39.5,0.112120724,2530,65877310,66210839,+,inside,2690,2690,Overlapping,FUT8,39.5,0.112120724,134
chr14,65880000,65890000,10001,*,39.5,0.112120724,645431,65877311,65879335,-,upstream,-665,665,NearestLocation,FUT8-AS1,39.5,0.112120724,134
chr7,112130000,112140000,10001,*,34.48,0.111887823,286006,112120908,112130943,+,overlapEnd,9092,943,NearestLocation,LSMEM1,34.48,0.111887823,135
chr4,89140000,89150000,10001,*,33.86,0.111666125,9429,89011416,89152474,-,inside,12474,2474,NearestLocation,ABCG2,33.86,0.111666125,136
chr4,89140000,89150000,10001,*,33.86,0.111666125,9429,89011416,89152474,-,inside,12474,2474,NearestLocation,ABCG2,12.54,0.003023647,136
chr15,57640000,57650000,10001,*,31.97,0.110819007,84952,57668703,57842925,+,upstream,-28703,18703,NearestLocation,CGNL1,31.97,0.110819007,137
chr8,131140000,131150000,10001,*,35.74,0.110685476,50807,131064351,131455906,-,inside,315906,75649,Overlapping,ASAP1,35.74,0.110685476,138
chr8,131140000,131150000,10001,*,35.74,0.110685476,100507117,131094984,131097014,-,upstream,-42986,42986,NearestLocation,ASAP1-IT2,35.74,0.110685476,138
chr15,66785000,66790000,5001,*,34.48,0.110276726,10302,66782666,66790146,-,inside,5146,146,NearestLocation,SNAPC5,34.48,0.110276726,139
chr3,59800000,59825000,25001,*,75.86,0.109961132,200844,58711287,59035758,-,upstream,-764242,764242,NearestLocation,CFAP20DC,75.86,0.109961132,140
chr3,59800000,59825000,25001,*,75.86,0.109961132,200844,58711287,59035758,-,upstream,-764242,764242,NearestLocation,CFAP20DC,12.54,-0.212704991,140
chr3,59800000,59825000,25001,*,75.86,0.109961132,200844,58711287,59035758,-,upstream,-764242,764242,NearestLocation,CFAP20DC,13.17,-0.209494637,140
chr3,59800000,59825000,25001,*,75.86,0.109961132,2272,59735036,61237133,-,inside,1437133,64964,Overlapping,FHIT,75.86,0.109961132,140
chr3,59800000,59825000,25001,*,75.86,0.109961132,2272,59735036,61237133,-,inside,1437133,64964,Overlapping,FHIT,12.54,-0.212704991,140
chr3,59800000,59825000,25001,*,75.86,0.109961132,2272,59735036,61237133,-,inside,1437133,64964,Overlapping,FHIT,13.17,-0.209494637,140
chr6,135140000,135150000,10001,*,36.99,0.109895041,64577,135238528,135271260,-,downstream,131260,88528,NearestLocation,ALDH8A1,11.91,-0.01790765,141
chr6,135140000,135150000,10001,*,36.99,0.109895041,64577,135238528,135271260,-,downstream,131260,88528,NearestLocation,ALDH8A1,36.99,0.109895041,141
chr8,18770000,18775000,5001,*,38.87,0.109608169,23362,18384813,18871196,-,inside,101196,96196,NearestLocation,PSD3,26.33,0.045706824,142
chr8,18770000,18775000,5001,*,38.87,0.109608169,23362,18384813,18871196,-,inside,101196,96196,NearestLocation,PSD3,25.08,-0.359269149,142
chr8,18770000,18775000,5001,*,38.87,0.109608169,23362,18384813,18871196,-,inside,101196,96196,NearestLocation,PSD3,38.87,0.109608169,142
chr1,181100000,181125000,25001,*,62.07,0.108949248,51278,181057638,181059979,+,downstream,42362,40021,NearestLocation,IER5,13.79,-0.137076027,143
chr1,181100000,181125000,25001,*,62.07,0.108949248,51278,181057638,181059979,+,downstream,42362,40021,NearestLocation,IER5,62.07,0.108949248,143
chr9,111950000,111955000,5001,*,32.6,0.107971348,23732,111899581,111929571,-,upstream,-20429,20429,NearestLocation,FRRS1L,32.6,0.107971348,144
chr9,111950000,111955000,5001,*,32.6,0.107971348,54566,111934254,112083021,-,inside,133021,15746,Overlapping,EPB41L4B,32.6,0.107971348,144
chr8,99090000,99095000,5001,*,45.14,0.10778792,203111,99076750,99105838,+,inside,13250,10838,NearestLocation,ERICH5,45.14,0.10778792,145
chr2,206750000,206755000,5001,*,31.35,0.107559915,54891,206858445,206950906,-,downstream,200906,103445,NearestLocation,INO80D,31.35,0.107559915,146
chr12,27185000,27190000,5001,*,31.35,0.107329571,9412,27175455,27183606,+,downstream,9545,1394,NearestLocation,MED21,31.35,0.107329571,147
chr12,27185000,27190000,5001,*,31.35,0.107329571,9412,27175455,27183606,+,downstream,9545,1394,NearestLocation,MED21,14.42,0.021057659,147
chr2,20830000,20840000,10001,*,31.35,0.10683262,64342,20817564,20850864,-,inside,20864,10864,NearestLocation,HS1BP3,31.35,0.10683262,148
chr18,14080000,14090000,10001,*,31.35,0.1062344,162655,14075989,14132489,-,inside,52489,4011,NearestLocation,ZNF519,31.35,0.1062344,149
chr3,13940000,13950000,10001,*,35.74,0.106191373,7476,13860082,13921618,-,upstream,-18382,18382,NearestLocation,WNT7A,35.74,0.106191373,150
chr6,41750000,41755000,5001,*,32.6,0.105455402,29964,41748500,41757634,+,inside,1500,1500,NearestLocation,PRICKLE4,32.6,0.105455402,151
chr6,41750000,41755000,5001,*,32.6,0.105455402,100188893,41754178,41757634,+,overlapStart,-4178,822,Overlapping,TOMM6,32.6,0.105455402,151
chr17,30160000,30170000,10001,*,32.6,0.105193314,55352,30178884,30186326,-,downstream,26326,8884,NearestLocation,COPRS,32.6,0.105193314,152
chr5,32080000,32090000,10001,*,30.72,0.103950747,64083,32124824,32174425,-,downstream,94425,34824,NearestLocation,GOLPH3,30.72,0.103950747,153
chr5,32080000,32090000,10001,*,30.72,0.103950747,23037,31639517,32111038,+,inside,440483,21038,Overlapping,PDZD2,30.72,0.103950747,153
chr10,12290000,12300000,10001,*,31.35,0.101937322,11164,12209573,12238143,-,upstream,-51857,51857,NearestLocation,NUDT5,31.35,0.101937322,154
chr10,12290000,12300000,10001,*,31.35,0.101937322,8872,12237961,12292589,+,overlapEnd,52039,2589,Overlapping,CDC123,31.35,0.101937322,154
chr7,112050000,112060000,10001,*,34.48,0.101845855,3475,112063199,112117258,+,upstream,-13199,3199,NearestLocation,IFRD1,34.48,0.101845855,155
chr20,58520000,58530000,10001,*,42.63,0.101183271,63939,58508819,58523702,+,overlapEnd,11181,3702,Overlapping,FAM217B,42.63,0.101183271,156
chr20,58520000,58530000,10001,*,42.63,0.101183271,5509,58511887,58515352,-,upstream,-4648,4648,NearestLocation,PPP1R3D,42.63,0.101183271,156
chr10,77160000,77170000,10001,*,59.56,0.10115847,84858,77157603,77161513,-,overlapStart,1513,1513,Overlapping,ZNF503,59.56,0.10115847,157
chr10,77160000,77170000,10001,*,59.56,0.10115847,100131213,77161286,77168740,+,includeFeature,-1286,1260,NearestLocation,ZNF503-AS2,59.56,0.10115847,157
chr14,81310000,81320000,10001,*,30.09,0.100653922,7253,81421869,81612646,+,upstream,-111869,101869,NearestLocation,TSHR,30.09,0.100653922,158
chr14,81310000,81320000,10001,*,30.09,0.100653922,145508,80943326,81425828,-,inside,115828,105828,Overlapping,CEP128,30.09,0.100653922,158
chr8,135705000,135710000,5001,*,30.09,0.100468574,57623,135490031,135725292,-,inside,20292,15292,NearestLocation,ZFAT,30.09,0.100468574,159
chr4,89125000,89130000,5001,*,29.47,0.099053827,9429,89011416,89152474,-,inside,27474,22474,NearestLocation,ABCG2,29.47,0.099053827,160
chr3,188290000,188300000,10001,*,55.8,0.098975751,285386,188665003,189041271,+,upstream,-375003,365003,NearestLocation,TPRG1,55.8,0.098975751,161
chr3,188290000,188300000,10001,*,55.8,0.098975751,4026,187871663,188608460,+,inside,418337,308460,Overlapping,LPP,55.8,0.098975751,161
chr14,81320000,81325000,5001,*,30.09,0.098941514,145508,80943326,81425828,-,inside,105828,100828,Overlapping,CEP128,30.09,0.098941514,162
chr14,81320000,81325000,5001,*,30.09,0.098941514,7253,81421869,81612646,+,upstream,-101869,96869,NearestLocation,TSHR,30.09,0.098941514,162
chr5,38430000,38440000,10001,*,47.65,0.098827123,100506475,38399916,38403573,-,upstream,-26427,26427,NearestLocation,EGFLAM-AS2,47.65,0.098827123,163
chr5,38430000,38440000,10001,*,47.65,0.098827123,133584,38258511,38465582,+,inside,171489,25582,Overlapping,EGFLAM,47.65,0.098827123,163
chr20,4735000,4740000,5001,*,29.47,0.098519398,149830,4711928,4721314,-,upstream,-13686,13686,NearestLocation,PRNT,18.18,0.027048382,164
chr20,4735000,4740000,5001,*,29.47,0.098519398,149830,4711928,4721314,-,upstream,-13686,13686,NearestLocation,PRNT,29.47,0.098519398,164
chr4,89120000,89130000,10001,*,29.47,0.097725505,9429,89011416,89152474,-,inside,32474,22474,NearestLocation,ABCG2,29.47,0.097725505,165
chr1,184660000,184665000,5001,*,29.47,0.096995382,80267,184659625,184724041,-,inside,64041,375,NearestLocation,EDEM3,29.47,0.096995382,166
chr12,27180000,27190000,10001,*,31.35,0.095788071,9412,27175455,27183606,+,overlapEnd,4545,3606,NearestLocation,MED21,14.42,0.00951616,167
chr12,27180000,27190000,10001,*,31.35,0.095788071,9412,27175455,27183606,+,overlapEnd,4545,3606,NearestLocation,MED21,31.35,0.095788071,167
chr1,184660000,184670000,10001,*,29.47,0.095433706,80267,184659625,184724041,-,inside,64041,375,NearestLocation,EDEM3,28.84,0.092223351,168
chr1,184660000,184670000,10001,*,29.47,0.095433706,80267,184659625,184724041,-,inside,64041,375,NearestLocation,EDEM3,29.47,0.095433706,168
chr3,155860000,155870000,10001,*,32.6,0.095244548,7881,155838337,156256927,+,inside,21663,21663,NearestLocation,KCNAB1,42.01,0.092239378,169
chr3,155860000,155870000,10001,*,32.6,0.095244548,7881,155838337,156256927,+,inside,21663,21663,NearestLocation,KCNAB1,32.6,0.095244548,169
chr6,140300000,140310000,10001,*,32.6,0.09463381,100132735,140092210,140181608,+,downstream,207790,118392,NearestLocation,FILNC1,32.6,0.09463381,170
chr20,4730000,4740000,10001,*,29.47,0.093881002,149830,4711928,4721314,-,upstream,-8686,8686,NearestLocation,PRNT,29.47,0.093881002,171
chr13,28410000,28420000,10001,*,36.36,0.093346281,219409,28366780,28368089,+,downstream,43220,41911,NearestLocation,GSX1,36.36,0.093346281,172
chr3,155860000,155870000,10001,*,42.01,0.092239378,7881,155838337,156256927,+,inside,21663,21663,NearestLocation,KCNAB1,42.01,0.092239378,173
chr3,155860000,155870000,10001,*,42.01,0.092239378,7881,155838337,156256927,+,inside,21663,21663,NearestLocation,KCNAB1,32.6,0.095244548,173
chr1,184660000,184670000,10001,*,28.84,0.092223351,80267,184659625,184724041,-,inside,64041,375,NearestLocation,EDEM3,28.84,0.092223351,174
chr1,184660000,184670000,10001,*,28.84,0.092223351,80267,184659625,184724041,-,inside,64041,375,NearestLocation,EDEM3,29.47,0.095433706,174
chr7,47990000,48000000,10001,*,29.47,0.092105603,168507,47814250,47988071,-,upstream,-1929,1929,NearestLocation,PKD1L1,29.47,0.092105603,175
chr14,35760000,35765000,5001,*,52.66,0.092086893,9692,35591527,35786682,+,inside,168473,21682,Overlapping,PRORP,52.66,0.092086893,176
chr14,35760000,35765000,5001,*,52.66,0.092086893,5687,35761574,35786682,+,overlapStart,-1574,1574,NearestLocation,PSMA6,52.66,0.092086893,176
chr5,38540000,38550000,10001,*,47.65,0.091595555,100500824,38557604,38557663,-,downstream,17663,7604,NearestLocation,MIR3650,47.65,0.091595555,177
chr5,38540000,38550000,10001,*,47.65,0.091595555,3977,38475065,38595507,-,inside,55507,45507,Overlapping,LIFR,47.65,0.091595555,177
chr3,105085000,105090000,5001,*,28.21,0.091480242,214,105085557,105295757,+,overlapStart,-557,557,NearestLocation,ALCAM,28.21,0.091480242,178
chr6,17150000,17160000,10001,*,28.21,0.091002275,401236,17102489,17131603,+,downstream,47511,18397,NearestLocation,STMND1,28.21,0.091002275,179
chr6,140310000,140315000,5001,*,32.6,0.090458769,100500879,140526389,140526463,+,upstream,-216389,211389,NearestLocation,MIR3668,32.6,0.090458769,180
chr8,131210000,131220000,10001,*,35.74,0.090170585,29065,131307601,131308779,-,downstream,98779,87601,NearestLocation,ASAP1-IT1,35.74,0.090170585,181
chr8,131210000,131220000,10001,*,35.74,0.090170585,50807,131064351,131455906,-,inside,245906,145649,Overlapping,ASAP1,35.74,0.090170585,181
chr10,76020000,76025000,5001,*,29.47,0.089263403,132,75910943,76469061,+,inside,109057,109057,NearestLocation,ADK,29.47,0.089263403,182
chr12,79945000,79950000,5001,*,27.59,0.088590169,100302136,79813037,79813101,+,downstream,131963,131899,NearestLocation,MIR1252,27.59,0.088590169,183
chr3,105090000,105100000,10001,*,28.21,0.088561116,214,105085557,105295757,+,inside,4443,4443,NearestLocation,ALCAM,28.21,0.088561116,184
chr12,78080000,78090000,10001,*,30.09,0.087705321,89795,78225069,78606790,+,upstream,-145069,135069,NearestLocation,NAV3,30.09,0.087705321,185
chr12,78080000,78090000,10001,*,30.09,0.087705321,89795,78225069,78606790,+,upstream,-145069,135069,NearestLocation,NAV3,16.3,0.017434225,185
chr3,51700000,51710000,10001,*,33.86,0.08706643,51368,51705191,51738339,+,overlapStart,-5191,4809,NearestLocation,TEX264,33.86,0.08706643,186
chr7,55665000,55670000,5001,*,44.51,0.08627379,81552,55538306,55640200,-,upstream,-24800,24800,NearestLocation,VOPP1,44.51,0.08627379,187
chr2,85640000,85650000,10001,*,29.47,0.086010129,822,85621871,85641197,-,overlapStart,1197,1197,NearestLocation,CAPG,29.47,0.086010129,188
chr2,85640000,85650000,10001,*,29.47,0.086010129,284948,85646054,85664152,+,overlapStart,-6054,3946,Overlapping,SH2D6,29.47,0.086010129,188
chr14,65620000,65630000,10001,*,39.5,0.085898735,4149,65472819,65569413,-,upstream,-50587,50587,NearestLocation,MAX,39.5,0.085898735,189
chr5,70860000,70870000,10001,*,36.99,0.085695741,55814,70751442,70863649,+,overlapEnd,108558,3649,Overlapping,BDP1,13.17,-0.03568624,190
chr5,70860000,70870000,10001,*,36.99,0.085695741,55814,70751442,70863649,+,overlapEnd,108558,3649,Overlapping,BDP1,36.99,0.085695741,190
chr5,70860000,70870000,10001,*,36.99,0.085695741,64087,70883115,70954530,+,upstream,-23115,13115,NearestLocation,MCCC2,13.17,-0.03568624,190
chr5,70860000,70870000,10001,*,36.99,0.085695741,64087,70883115,70954530,+,upstream,-23115,13115,NearestLocation,MCCC2,36.99,0.085695741,190
chr11,129610000,129620000,10001,*,26.96,0.085687522,120224,129685741,129729898,+,upstream,-75741,65741,NearestLocation,TMEM45B,26.96,0.085687522,191
chr16,58150000,58155000,5001,*,31.97,0.085262802,29105,58147497,58163296,-,inside,13296,2503,NearestLocation,CFAP20,31.97,0.085262802,192
chr6,10430000,10440000,10001,*,29.47,0.084736253,221718,10428018,10435055,-,overlapStart,5055,1982,NearestLocation,LINC00518,29.47,0.084736253,193
chr6,10430000,10440000,10001,*,29.47,0.084736253,100846998,10439950,10440027,+,overlapStart,-9950,27,Overlapping,MIR5689,29.47,0.084736253,193
